# MIX San Cristóbal
# Hora del script: 2022-07-31T12:02:07.812580-06:00
# Actualización del servidor: 2022-07-31T12:50:30.904-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1659088800.0	2022-07-29T04:00:00-06:00	22
5	1659092400.0	2022-07-29T05:00:00-06:00	44
6	1659096000.0	2022-07-29T06:00:00-06:00	51
7	1659099600.0	2022-07-29T07:00:00-06:00	46
8	1659103200.0	2022-07-29T08:00:00-06:00	46
9	1659106800.0	2022-07-29T09:00:00-06:00	46
10	1659110400.0	2022-07-29T10:00:00-06:00	49
11	1659114000.0	2022-07-29T11:00:00-06:00	49
12	1659117600.0	2022-07-29T12:00:00-06:00	43
13	1659121200.0	2022-07-29T13:00:00-06:00	37
14	1659124800.0	2022-07-29T14:00:00-06:00	48
15	1659128400.0	2022-07-29T15:00:00-06:00	59
16	1659132000.0	2022-07-29T16:00:00-06:00	79
17	1659135600.0	2022-07-29T17:00:00-06:00	84
18	1659139200.0	2022-07-29T18:00:00-06:00	82
19	1659142800.0	2022-07-29T19:00:00-06:00	70
20	1659146400.0	2022-07-29T20:00:00-06:00	59
21	1659150000.0	2022-07-29T21:00:00-06:00	22
22	1659153600.0	2022-07-29T22:00:00-06:00	1
#3e2f7bb6c0c1a826cf521cd4f60d393d
