# Tikal Futura
# Hora del script: 2022-12-10T23:02:14.483965-06:00
# Actualización del servidor: 2022-12-11T00:19:33.240-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1670580000.0	2022-12-09T04:00:00-06:00	24
5	1670583600.0	2022-12-09T05:00:00-06:00	43
6	1670587200.0	2022-12-09T06:00:00-06:00	33
7	1670590800.0	2022-12-09T07:00:00-06:00	23
8	1670594400.0	2022-12-09T08:00:00-06:00	29
9	1670598000.0	2022-12-09T09:00:00-06:00	28
10	1670601600.0	2022-12-09T10:00:00-06:00	32
11	1670605200.0	2022-12-09T11:00:00-06:00	31
12	1670608800.0	2022-12-09T12:00:00-06:00	30
13	1670612400.0	2022-12-09T13:00:00-06:00	20
14	1670616000.0	2022-12-09T14:00:00-06:00	23
15	1670619600.0	2022-12-09T15:00:00-06:00	36
16	1670623200.0	2022-12-09T16:00:00-06:00	45
17	1670626800.0	2022-12-09T17:00:00-06:00	67
18	1670630400.0	2022-12-09T18:00:00-06:00	63
19	1670634000.0	2022-12-09T19:00:00-06:00	49
20	1670637600.0	2022-12-09T20:00:00-06:00	31
21	1670641200.0	2022-12-09T21:00:00-06:00	12
22	1670644800.0	2022-12-09T22:00:00-06:00	1
#729515dc1bb0eb5fd785472393b49fc3
