# Tikal Futura
# Hora del script: 2022-09-12T23:02:14.458479-06:00
# Actualización del servidor: 2022-09-12T22:32:44.437-03:00
# Tiempo	Unix	ISO 8601	Conteo de Entrada
4	1662717600.0	2022-09-09T04:00:00-06:00	35
5	1662721200.0	2022-09-09T05:00:00-06:00	61
6	1662724800.0	2022-09-09T06:00:00-06:00	55
7	1662728400.0	2022-09-09T07:00:00-06:00	49
8	1662732000.0	2022-09-09T08:00:00-06:00	50
9	1662735600.0	2022-09-09T09:00:00-06:00	50
10	1662739200.0	2022-09-09T10:00:00-06:00	59
11	1662742800.0	2022-09-09T11:00:00-06:00	57
12	1662746400.0	2022-09-09T12:00:00-06:00	51
13	1662750000.0	2022-09-09T13:00:00-06:00	43
14	1662753600.0	2022-09-09T14:00:00-06:00	47
15	1662757200.0	2022-09-09T15:00:00-06:00	56
16	1662760800.0	2022-09-09T16:00:00-06:00	64
17	1662764400.0	2022-09-09T17:00:00-06:00	92
18	1662768000.0	2022-09-09T18:00:00-06:00	90
19	1662771600.0	2022-09-09T19:00:00-06:00	71
20	1662775200.0	2022-09-09T20:00:00-06:00	59
21	1662778800.0	2022-09-09T21:00:00-06:00	19
22	1662782400.0	2022-09-09T22:00:00-06:00	1
#f3da5301c39b9ee153b1d22def6cbe8d
